		// migemo-dictの追加辞書(Skyrimバニラレコード抽出)
		// 最終更新: 2018/03/19 BowmoreLover
		// 本辞書の用途について:
		// ・migemo-dictにマージすることを想定した追加辞書
		// ・辞書キーを置き換えるのではなく、候補列への置き換え/追加を想定している
		// ・migemo-dictとは異なり、本ファイルではタブで始まる行はコメント扱い
		// 本辞書の内容:
		// ・英語のスペリングで日本語を検索するための辞書
		// ・バニラのプラグインから*:FULL, *:SHRTレコードの英語原文・日本語訳文を抽出した

recipe - flame cloaked spider 2x	レシピ - フレイム・クローク・スパイダー2x
recipe - frost cloaked spider 2x	レシピ - フロスト・クローク・スパイダー2x
recipe - jumping flame spider 2x	レシピ - ジャンピング・フレイムスパイダー2x
recipe - jumping frost spider 2x	レシピ - ジャンピングフロストスパイダー2x
recipe - jumping shock spider 2x	レシピ - ジャンピングショックスパイダー2x
recipe - shock cloaked spider 2x	レシピ - ショック・クローク・スパイダー2x
ruminations on the elder scrolls	星霜の書の考察
scaled armor of eminent illusion	スケールの幻惑術の鎧(優)
scaled armor of major alteration	スケールの変性術の鎧(大)
scaled armor of the major squire	スケールの大従者の鎧
scaled boots of dwindling flames	スケールのブーツ(焦熱減少)
scaled boots of eminent sneaking	スケールの忍びのブーツ(優)
scaled bracers of major smithing	スケールの鍛造術の腕当て(大)
scaled bracers of major wielding	スケールの巧妙さの腕当て(大)
scaled helmet of eminent alchemy	スケールの錬金術の兜(優)
scaled helmet of eminent archery	スケールの弓術の兜(優)
scaled helmet of eminent magicka	スケールのマジカの兜(優)
scroll of conjure flame atronach	炎の精霊召喚の巻物
scroll of conjure frost atronach	氷の精霊召喚の巻物
scroll of conjure storm atronach	雷の精霊召喚の巻物
shalidor's insights: conjuration	シャリドールの洞察: 召喚
shalidor's insights: destruction	シャリドールの洞察: 破壊
shalidor's insights: restoration	シャリドールの洞察: 回復
spell tome: circle of protection	呪文の書: 守りのサークル
spell tome: conjure ash guardian	呪文の書: アッシュ・ガーディアン召喚
spell tome: conjure dremora lord	呪文の書: ドレモラ・ロード召喚
stalhrim armor of eminent health	スタルリムの体力の鎧(優)
stalhrim armor of extreme health	スタルリムの体力の鎧(極限)
stalhrim armor of major illusion	スタルリムの幻惑術の鎧(大)
stalhrim battleaxe of enervating	スタルリムの両手斧(脱力)
stalhrim battleaxe of exhaustion	スタルリムの両手斧(消耗)
stalhrim battleaxe of harvesting	スタルリムの両手斧(捕獲)
stalhrim battleaxe of high chaos	スタルリムの混沌の両手斧(高位)
stalhrim battleaxe of nullifying	スタルリムの両手斧(無効)
stalhrim battleaxe of petrifying	スタルリムの両手斧(石化)
stalhrim boots of fire abatement	スタルリムのブーツ(火軽減)
stalhrim boots of major sneaking	スタルリムの忍びのブーツ(大)
stalhrim boots of the firewalker	スタルリムのブーツ(火渡り)
stalhrim dagger of extreme chaos	スタルリムの混沌のダガー(極限)
stalhrim greatsword of banishing	スタルリムのグレートソード(追放)
stalhrim greatsword of blizzards	スタルリムのグレートソード(吹雪)
stalhrim greatsword of damnation	スタルリムのグレートソード(天罰)
stalhrim greatsword of depleting	スタルリムのグレートソード(激減)
stalhrim greatsword of devouring	スタルリムのグレートソード(猛火)
stalhrim greatsword of expelling	スタルリムのグレートソード(駆逐)
stalhrim greatsword of garnering	スタルリムのグレートソード(蓄積)
stalhrim greatsword of lightning	スタルリムのグレートソード(雷神)
stalhrim greatsword of subsuming	スタルリムのグレートソード(従属)
stalhrim greatsword of winnowing	スタルリムのグレートソード(ふるい)
stalhrim helmet of major alchemy	スタルリムの錬金術の兜(大)
stalhrim helmet of major archery	スタルリムの弓術の兜(大)
stalhrim helmet of major magicka	スタルリムのマジカの兜(大)
stalhrim sword of ultimate chaos	スタルリムの混沌の剣(究極)
stalhrim war axe of annihilating	スタルリムの片手斧(消滅)
stalhrim war axe of debilitation	スタルリムの片手斧(衰弱)
stalhrim war axe of immobilizing	スタルリムの片手斧(不動)
stalhrim war axe of the sorcerer	スタルリムの片手斧(妖術師)
stalhrim war axe of thunderbolts	スタルリムの片手斧(雷電)
stalhrim warhammer of enervating	スタルリムの戦鎚(脱力)
stalhrim warhammer of exhaustion	スタルリムの戦鎚(消耗)
stalhrim warhammer of harvesting	スタルリムの戦鎚(捕獲)
stalhrim warhammer of high chaos	スタルリムの混沌の戦鎚(高位)
stalhrim warhammer of nullifying	スタルリムの戦鎚(無効)
stalhrim warhammer of petrifying	スタルリムの戦鎚(石化)
steel armor of major destruction	鋼鉄の破壊術の鎧(大)
steel armor of major restoration	鋼鉄の回復術の鎧(大)
steel armor of minor destruction	鋼鉄の破壊術の鎧(小)
steel armor of minor restoration	鋼鉄の回復術の鎧(小)
steel gauntlets of major alchemy	鋼鉄の錬金術の篭手(大)
steel gauntlets of major archery	鋼鉄の弓術の篭手(大)
steel gauntlets of minor alchemy	鋼鉄の錬金術の篭手(小)
steel gauntlets of minor archery	鋼鉄の弓術の篭手(小)
steel helmet of major alteration	鋼鉄の変性術の兜(大)
steel helmet of minor alteration	鋼鉄の変性術の兜(小)
steel plate armor of destruction	スチールプレートの破壊術の鎧
steel plate armor of restoration	スチールプレートの回復術の鎧
steel plate boots of waning fire	スチールプレートのブーツ(火衰退)
steel plate bracers of sure grip	スチールプレートの万力の腕当て
steel plate helmet of alteration	スチールプレートの変性術の兜
studded imperial armor of health	鋲付きの体力の帝国軍鎧
thalmor embassy, elenwen's solar	エレンウェンの日光浴室
twilight sepulcher inner sanctum	黄昏の墓所の最奥聖域
varieties of faith in the empire	帝国内の様々な宗派
windhelm blacksmith quarters key	ウィンドヘルム鍛冶屋の居住区の鍵
a gentleman's guide to whiterun	紳士のホワイトランガイド
addition - west wing - bedrooms	追加: 西棟の寝室
ahzidal's boots of waterwalking	アージダルの水歩行のブーツ
alchemy laboratory, roof canopy	錬金術実験室: 天蓋
all dawnguard weapons and armor	ドーンガードの武器と防具すべて
amaund motierre's sealed letter	アマウンド・モティエールの封書
amulet of supernatural reflexes	神速の反応のアミュレット
ancient nord battle axe of cold	古代ノルドの両手斧(凍気)
ancient nord greatsword of cold	古代ノルドのグレートソード(凍気)
apprentice robes of conjuration	見習い用召喚術ローブ
apprentice robes of destruction	見習い用破壊術ローブ
apprentice robes of restoration	見習い用回復術ローブ
banded iron armor of alteration	帯鉄の変性術の鎧
banded iron armor of the knight	帯鉄の騎士の鎧
black book: the hidden twilight	黒の書: 秘められし黄昏
black book: the winds of change	黒の書: 変化の風
bonemold gauntlets of conjuring	骨削の召喚術の篭手
bonemold gauntlets of sure grip	骨削の万力の篭手
bonemold shield of resist frost	骨削の盾(冷気耐性)
bonemold shield of resist magic	骨削の盾(魔法耐性)
bonemold shield of resist shock	骨削の盾(雷撃耐性)
bonemold shield of waning frost	骨削の盾(冷気衰退)
bonemold shield of waning magic	骨削の盾(魔法衰退)
bonemold shield of waning shock	骨削の盾(雷撃衰退)
brief history of the empire, v1	帝国の略歴 第1巻
brief history of the empire, v2	帝国の略歴 第2巻
brief history of the empire, v3	帝国の略歴 第3巻
brief history of the empire, v4	帝国の略歴 第4巻
castor the puzzlemaker's corpse	謎かけカストールの死体
catalogue of armor enchantments	鎧付呪の目録
chitin armor of major conjuring	キチンの召喚術の鎧(大)
chitin boots of dwindling frost	キチンのブーツ(冷気減少)
chitin boots of dwindling shock	キチンのブーツ(雷撃減少)
chitin boots of eminent stamina	キチンのスタミナのブーツ(優)
chitin bracers of major alchemy	キチンの錬金術の腕当て(大)
chitin bracers of major archery	キチンの弓術の腕当て(大)
chitin helmet of major illusion	キチンの幻惑術の兜(大)
chitin helmet of waterbreathing	キチンの兜(水呼吸)
chitin shield of dwindling fire	キチンの盾(火減少)
chitin shield of major blocking	キチンの防御術の盾(大)
cicero's journal - final volume	シセロの日記 - 最終巻
circlet of peerless conjuration	召喚術のサークレット(無双)
circlet of peerless destruction	破壊術のサークレット(無双)
circlet of peerless restoration	回復術のサークレット(無双)
daedric armor of eminent health	デイドラの体力の鎧(優)
daedric armor of extreme health	デイドラの体力の鎧(極限)
daedric battleaxe of enervating	デイドラの両手斧(脱力)
daedric battleaxe of exhaustion	デイドラの両手斧(消耗)
daedric battleaxe of harvesting	デイドラの両手斧(捕獲)
daedric battleaxe of nullifying	デイドラの両手斧(無効)
daedric battleaxe of petrifying	デイドラの両手斧(石化)
daedric boots of fire abatement	デイドラのブーツ(火軽減)
daedric boots of the firewalker	デイドラのブーツ(火渡り)
daedric greatsword of banishing	デイドラのグレートソード(追放)
daedric greatsword of blizzards	デイドラのグレートソード(吹雪)
daedric greatsword of damnation	デイドラのグレートソード(天罰)
daedric greatsword of depleting	デイドラのグレートソード(激減)
daedric greatsword of devouring	デイドラのグレートソード(猛火)
daedric greatsword of expelling	デイドラのグレートソード(駆逐)
daedric greatsword of garnering	デイドラのグレートソード(蓄積)
daedric greatsword of lightning	デイドラのグレートソード(雷神)
daedric greatsword of subsuming	デイドラのグレートソード(従属)
daedric greatsword of the blaze	デイドラのグレートソード(灼熱)
daedric greatsword of winnowing	デイドラのグレートソード(ふるい)
daedric war axe of annihilating	デイドラの片手斧(消滅)
daedric war axe of debilitation	デイドラの片手斧(衰弱)
daedric war axe of immobilizing	デイドラの片手斧(不動)
daedric war axe of the sorcerer	デイドラの片手斧(妖術師)
daedric war axe of thunderbolts	デイドラの片手斧(雷電)
daedric warhammer of enervating	デイドラの戦鎚(脱力)
daedric warhammer of exhaustion	デイドラの戦鎚(消耗)
daedric warhammer of harvesting	デイドラの戦鎚(捕獲)
daedric warhammer of nullifying	デイドラの戦鎚(無効)
daedric warhammer of petrifying	デイドラの戦鎚(石化)
detect life - predator searcing	生命探知: 肉食獣捜索
display case and small wardrobe	展示箱と小型タンス
do not delete - not a test cell	削除不可 - テストセルではありません
dragonplate shield of grounding	ドラゴンプレートの盾(耐電)
dragonscale shield of grounding	ドラゴンスケールの盾(耐電)
dwarven armor of eminent health	ドワーフの体力の鎧(優)
dwarven armor of major illusion	ドワーフの幻惑術の鎧(大)
dwarven battleaxe of absorption	ドワーフの両手斧(吸収)
dwarven battleaxe of harvesting	ドワーフの両手斧(捕獲)
dwarven crossbow of diminishing	ドワーフのクロスボウ(弱化)
dwarven crossbow of malediction	ドワーフのクロスボウ(呪い)
dwarven greatsword of consuming	ドワーフのグレートソード(消費)
dwarven greatsword of cowardice	ドワーフのグレートソード(小胆)
dwarven greatsword of depleting	ドワーフのグレートソード(激減)
dwarven greatsword of devouring	ドワーフのグレートソード(猛火)
dwarven greatsword of harrowing	ドワーフのグレートソード(悲惨)
dwarven greatsword of scorching	ドワーフのグレートソード(火炎)
dwarven greatsword of siphoning	ドワーフのグレートソード(吸引)
dwarven greatsword of weariness	ドワーフのグレートソード(倦怠)
dwarven greatsword of winnowing	ドワーフのグレートソード(ふるい)
dwarven helmet of major alchemy	ドワーフの錬金術の兜(大)
dwarven helmet of major archery	ドワーフの弓術の兜(大)
dwarven helmet of major magicka	ドワーフのマジカの兜(大)
dwarven war axe of debilitation	ドワーフの片手斧(衰弱)
dwarven war axe of thunderbolts	ドワーフの片手斧(雷電)
dwarven warhammer of absorption	ドワーフの戦鎚(吸収)
dwarven warhammer of harvesting	ドワーフの戦鎚(捕獲)
ebony armor of eminent illusion	黒檀の幻惑術の鎧(優)
ebony armor of extreme illusion	黒檀の幻惑術の鎧(極限)
ebony armor of major alteration	黒檀の変性術の鎧(大)
ebony armor of the major knight	黒檀の大騎士の鎧
ebony armor of the noble knight	黒檀の騎士の鎧(高潔)
ebony battleaxe of annihilating	黒檀の両手斧(消滅)
ebony battleaxe of debilitation	黒檀の両手斧(衰弱)
ebony battleaxe of immobilizing	黒檀の両手斧(不動)
ebony battleaxe of the sorcerer	黒檀の両手斧(妖術師)
ebony battleaxe of thunderbolts	黒檀の両手斧(雷電)
ebony boots of dwindling flames	黒檀のブーツ(焦熱減少)
ebony boots of fire suppression	黒檀のブーツ(火抑制)
ebony greatsword of malediction	黒檀のグレートソード(呪い)
ebony greatsword of the inferno	黒檀のグレートソード(業火)
ebony greatsword of the vampire	黒檀のグレートソード(吸血鬼)
ebony helmet of eminent alchemy	黒檀の錬金術の兜(優)
ebony helmet of eminent archery	黒檀の弓術の兜(優)
ebony helmet of eminent magicka	黒檀のマジカの兜(優)
ebony helmet of extreme alchemy	黒檀の錬金術の兜(極限)
ebony helmet of extreme archery	黒檀の弓術の兜(極限)
ebony helmet of extreme magicka	黒檀のマジカの兜(極限)
ebony helmet of major conjuring	黒檀の召喚術の兜(大)
ebony shield of dwindling frost	黒檀の盾(冷気減少)
ebony shield of dwindling magic	黒檀の盾(魔法減少)
ebony shield of dwindling shock	黒檀の盾(雷撃減少)
ebony shield of frost abatement	黒檀の盾(冷気軽減)
ebony shield of magic abatement	黒檀の盾(魔法軽減)
ebony shield of shock abatement	黒檀の盾(雷撃軽減)
ebony warhammer of annihilating	黒檀の戦鎚(消滅)
ebony warhammer of debilitation	黒檀の戦鎚(衰弱)
ebony warhammer of immobilizing	黒檀の戦鎚(不動)
ebony warhammer of the sorcerer	黒檀の戦鎚(妖術師)
ebony warhammer of thunderbolts	黒檀の戦鎚(雷電)
elven armor of eminent illusion	エルフの幻惑術の鎧(優)
elven armor of major alteration	エルフの変性術の鎧(大)
elven armor of the major squire	エルフの大従者の鎧
elven battleaxe of debilitation	エルフの両手斧(衰弱)
elven battleaxe of immobilizing	エルフの両手斧(不動)
elven battleaxe of thunderbolts	エルフの両手斧(雷電)
elven boots of dwindling flames	エルフのブーツ(焦熱減少)
elven boots of eminent sneaking	エルフの忍びのブーツ(優)
elven bracers of major smithing	エルフの鍛造術の腕当て(大)
elven bracers of major wielding	エルフの巧妙さの腕当て(大)
elven greatsword of diminishing	エルフのグレートソード(弱化)
elven greatsword of malediction	エルフのグレートソード(呪い)
elven helmet of eminent alchemy	エルフの錬金術の兜(優)
elven helmet of eminent archery	エルフの弓術の兜(優)
elven helmet of eminent magicka	エルフのマジカの兜(優)
elven helmet of major conjuring	エルフの召喚術の兜(大)
elven shield of dwindling frost	エルフの盾(冷気減少)
elven shield of dwindling magic	エルフの盾(魔法減少)
elven shield of dwindling shock	エルフの盾(雷撃減少)
elven warhammer of debilitation	エルフの戦鎚(衰弱)
elven warhammer of immobilizing	エルフの戦鎚(不動)
elven warhammer of thunderbolts	エルフの戦鎚(雷電)
exploding dwarven bolt of shock	ドワーフの爆裂雷撃ボルト
faendal's fake letter from sven	ファエンダル作の偽手紙
fenzy rune - master of the mind	錯乱の罠 - 精神統一の達人
glass armor of eminent illusion	碧水晶の幻惑術の鎧(優)
glass armor of extreme illusion	碧水晶の幻惑術の鎧(極限)
glass armor of major alteration	碧水晶の変性術の鎧(大)
glass armor of the major squire	碧水晶の大従者の鎧
glass armor of the noble knight	碧水晶の騎士の鎧(高潔)
glass battleaxe of debilitation	碧水晶の両手斧(衰弱)
glass battleaxe of immobilizing	碧水晶の両手斧(不動)
glass battleaxe of thunderbolts	碧水晶の両手斧(雷電)
glass boots of dwindling flames	碧水晶のブーツ(焦熱減少)
glass boots of eminent sneaking	碧水晶の忍びのブーツ(優)
glass boots of extreme sneaking	碧水晶の忍びのブーツ(極限)
glass boots of fire suppression	碧水晶のブーツ(火抑制)
glass greatsword of malediction	碧水晶のグレートソード(呪い)
glass helmet of eminent alchemy	碧水晶の錬金術の兜(優)
glass helmet of eminent archery	碧水晶の弓術の兜(優)
glass helmet of eminent magicka	碧水晶のマジカの兜(優)
glass helmet of extreme alchemy	碧水晶の錬金術の兜(極限)
glass helmet of extreme archery	碧水晶の弓術の兜(極限)
glass helmet of extreme magicka	碧水晶のマジカの兜(極限)
glass helmet of major conjuring	碧水晶の召喚術の兜(大)
glass shield of dwindling frost	碧水晶の盾(冷気減少)
glass shield of dwindling magic	碧水晶の盾(魔法減少)
glass shield of dwindling shock	碧水晶の盾(雷撃減少)
glass shield of frost abatement	碧水晶の盾(冷気軽減)
glass shield of magic abatement	碧水晶の盾(魔法軽減)
glass shield of shock abatement	碧水晶の盾(雷撃軽減)
glass warhammer of debilitation	碧水晶の戦鎚(衰弱)
glass warhammer of immobilizing	碧水晶の戦鎚(不動)
glass warhammer of thunderbolts	碧水晶の戦鎚(雷電)
harkon's invulnerability shield	ハルコンの不死身の盾
herbane's bestiary: ice wraiths	エルバン動物寓話集: 氷の生霊
hide armor of major destruction	皮の破壊術の鎧(大)
hide armor of major restoration	皮の回復術の鎧(大)
hide armor of minor destruction	皮の破壊術の鎧(小)
hide armor of minor restoration	皮の回復術の鎧(小)
hide bracers of major sure grip	皮の万力の腕当て(大)
hide bracers of minor sure grip	皮の万力の腕当て(小)
hide helmet of major alteration	皮の変性術の兜(大)
hide helmet of minor alteration	皮の変性術の兜(小)
hide shield of dwindling flames	皮の盾(焦熱減少)
history of raven rock, vol. iii	レイヴン・ロックの歴史 第3巻
honed ancient nord sword of ice	研いだ古代ノルドの剣(氷)
imperial bracers of destruction	帝国軍の破壊術の腕当て
imperial bracers of lockpicking	帝国軍の開錠術の腕当て
iron armor of major destruction	鉄の破壊術の鎧(大)
iron armor of major restoration	鉄の回復術の鎧(大)
iron armor of minor destruction	鉄の破壊術の鎧(小)
iron armor of minor restoration	鉄の回復術の鎧(小)
iron gauntlets of major alchemy	鉄の錬金術の篭手(大)
iron gauntlets of major archery	鉄の弓術の篭手(大)
iron gauntlets of minor alchemy	鉄の錬金術の篭手(小)
iron gauntlets of minor archery	鉄の弓術の篭手(小)
iron helmet of major alteration	鉄の変性術の兜(大)
iron helmet of minor alteration	鉄の変性術の兜(小)
iron shield of dwindling flames	鉄の盾(焦熱減少)
key to anga's mill common house	アンガの工場の宿泊所の鍵
key to belethor's general goods	ベレソア一般雑貨店の鍵
key to olava the feeble's house	オラヴァ・ザ・フィーブルの家の鍵
leather armor of major illusion	革の幻惑術の鎧(大)
leather armor of minor illusion	革の幻惑術の鎧(小)
leather boots of major sneaking	革の忍びのブーツ(大)
leather boots of minor sneaking	革の忍びのブーツ(小)
leather helmet of major alchemy	革の錬金術の兜(大)
leather helmet of major archery	革の弓術の兜(大)
leather helmet of major magicka	革のマジカの兜(大)
leather helmet of minor alchemy	革の錬金術の兜(小)
leather helmet of minor archery	革の弓術の兜(小)
leather helmet of minor magicka	革のマジカの兜(小)
mass charm - master of the mind	マス魅了 - 精神統一の達人
my test effect for self effects	自己エフェクトのテスト用エフェクト
necklace of eminent lockpicking	開錠術の首飾り(優)
necklace of extreme lockpicking	開錠術の首飾り(極限)
necklace of peerless deft hands	器用さの首飾り(無双)
necklace of the peerless knight	騎士の首飾り(無双)
necklace of the peerless squire	従者の首飾り(無双)
nordic armor of major conjuring	ノルドの召喚術の鎧(大)
nordic battleaxe of diminishing	ノルドの両手斧(弱化)
nordic battleaxe of malediction	ノルドの両手斧(呪い)
nordic boots of dwindling frost	ノルドのブーツ(冷気減少)
nordic boots of dwindling shock	ノルドのブーツ(雷撃減少)
nordic boots of eminent stamina	ノルドのスタミナのブーツ(優)
nordic boots of extreme stamina	ノルドのスタミナのブーツ(極限)
nordic boots of frost abatement	ノルドのブーツ(冷気軽減)
nordic boots of shock abatement	ノルドのブーツ(雷撃軽減)
nordic greatsword of enervating	ノルドのグレートソード(脱力)
nordic greatsword of harvesting	ノルドのグレートソード(捕獲)
nordic greatsword of high chaos	ノルドの混沌のグレートソード(高位)
nordic helmet of major illusion	ノルドの幻惑術の兜(大)
nordic helmet of waterbreathing	ノルドの兜(水呼吸)
nordic shield of dwindling fire	ノルドの刻印盾(火減少)
nordic shield of fire abatement	ノルドの刻印盾(火軽減)
nordic shield of major blocking	ノルドの防御術の盾(大)
nordic war axe of extreme chaos	ノルドの混沌の片手斧(極限)
nordic warhammer of diminishing	ノルドの戦鎚(弱化)
nordic warhammer of malediction	ノルドの戦鎚(呪い)
orcish armor of eminent stamina	オークのスタミナの鎧(優)
orcish armor of extreme stamina	オークのスタミナの鎧(極限)
orcish armor of major conjuring	オークの召喚術の鎧(大)
orcish battleaxe of diminishing	オークの両手斧(弱化)
orcish battleaxe of soul snares	オークの両手斧(捕魂)
orcish boots of dwindling frost	オークのブーツ(冷気減少)
orcish boots of dwindling shock	オークのブーツ(雷撃減少)
orcish boots of frost abatement	オークのブーツ(冷気軽減)
orcish boots of shock abatement	オークのブーツ(雷撃軽減)
orcish greatsword of absorption	オークのグレートソード(吸収)
orcish greatsword of harvesting	オークのグレートソード(捕獲)
orcish helmet of major illusion	オークの幻惑術の兜(大)
orcish helmet of waterbreathing	オークの兜(水呼吸)
orcish shield of dwindling fire	オークの盾(火減少)
orcish shield of fire abatement	オークの盾(火軽減)
orcish shield of major blocking	オークの防御術の盾(大)
orcish warhammer of diminishing	オークの戦鎚(弱化)
orcish warhammer of soul snares	オークの戦鎚(捕魂)
pommel stone of mehrunes' razor	“メエルーンズのカミソリ”の柄頭石
portal to forgotten vale forest	忘れられた谷の森への転移門
potency: conjure storm atronach	効果: 雷の精霊を呼びだす
potion of enduring invisibility	透明化の薬（大）
potion of extended invisibility	透明化の薬
power attacks/damage resistance	強力な攻撃/ダメージ耐性
random werewolf transformations	ランダムなウェアウルフへの変身
recipe - exploding flame spider	レシピ - エクスプロ―ディング・フレイムスパイダー
recipe - exploding frost spider	レシピ - エクスプローディング・フロストスパイダー
recipe - exploding shock spider	レシピ - エクスプローディング・ショックスパイダー
scaled boots of dwindling frost	スケールのブーツ(冷気減少)
scaled boots of dwindling shock	スケールのブーツ(雷撃減少)
scaled boots of eminent stamina	スケールのスタミナのブーツ(優)
scaled bracers of major alchemy	スケールの錬金術の腕当て(大)
scaled bracers of major archery	スケールの弓術の腕当て(大)
scaled helmet of major illusion	スケールの幻惑術の兜(大)
scaled helmet of waterbreathing	スケールの兜(水呼吸)
shalidor's insights: alteration	シャリドールの洞察: 変性
soulcairn keep head with helmet	ソウル・ケルン兜つきの頭
spell tome: necromantic healing	呪文の書: 死霊術治癒
spell tome: repel lesser undead	呪文の書: 死者撃退の光
spell tome: turn greater undead	呪文の書: 聖者の涙
spriggan earth mother abilities	スプリガン・アースマザーの能力
stalhrim battleaxe of banishing	スタルリムの両手斧(追放)
stalhrim battleaxe of blizzards	スタルリムの両手斧(吹雪)
stalhrim battleaxe of damnation	スタルリムの両手斧(天罰)
stalhrim battleaxe of depleting	スタルリムの両手斧(激減)
stalhrim battleaxe of devouring	スタルリムの両手斧(猛火)
stalhrim battleaxe of expelling	スタルリムの両手斧(駆逐)
stalhrim battleaxe of garnering	スタルリムの両手斧(蓄積)
stalhrim battleaxe of lightning	スタルリムの両手斧(雷神)
stalhrim battleaxe of subsuming	スタルリムの両手斧(従属)
stalhrim battleaxe of winnowing	スタルリムの両手斧(ふるい)
stalhrim boots of major stamina	スタルリムのスタミナのブーツ(大)
stalhrim dagger of annihilating	スタルリムのダガー(消滅)
stalhrim dagger of debilitation	スタルリムのダガー(衰弱)
stalhrim dagger of immobilizing	スタルリムのダガー(不動)
stalhrim dagger of the sorcerer	スタルリムのダガー(妖術師)
stalhrim dagger of thunderbolts	スタルリムのダガー(雷電)
stalhrim greatsword of freezing	スタルリムのグレートソード(凍結)
stalhrim greatsword of leeching	スタルリムのグレートソード(吸血)
stalhrim greatsword of lethargy	スタルリムのグレートソード(沈滞)
stalhrim greatsword of stunning	スタルリムのグレートソード(気絶)
stalhrim helmet of replenishing	スタルリムの補給の兜
stalhrim mace of ultimate chaos	スタルリムの混沌のメイス(究極)
stalhrim sword of extreme chaos	スタルリムの混沌の剣(極限)
stalhrim war axe of malediction	スタルリムの片手斧(呪い)
stalhrim war axe of the vampire	スタルリムの片手斧(吸血鬼)
stalhrim warhammer of banishing	スタルリムの戦鎚(追放)
stalhrim warhammer of blizzards	スタルリムの戦鎚(吹雪)
stalhrim warhammer of damnation	スタルリムの戦鎚(天罰)
stalhrim warhammer of depleting	スタルリムの戦鎚(激減)
stalhrim warhammer of devouring	スタルリムの戦鎚(猛火)
stalhrim warhammer of expelling	スタルリムの戦鎚(駆逐)
stalhrim warhammer of garnering	スタルリムの戦鎚(蓄積)
stalhrim warhammer of lightning	スタルリムの戦鎚(雷神)
stalhrim warhammer of subsuming	スタルリムの戦鎚(従属)
stalhrim warhammer of winnowing	スタルリムの戦鎚(ふるい)
steel armor of major alteration	鋼鉄の変性術の鎧(大)
steel armor of minor alteration	鋼鉄の変性術の鎧(小)
steel armor of the major knight	鋼鉄の大騎士の鎧
steel armor of the minor knight	鋼鉄の小騎士の鎧
steel boots of dwindling flames	鋼鉄のブーツ(焦熱減少)
steel greatsword of diminishing	鋼鉄のグレートソード(弱化)
steel greatsword of soul snares	鋼鉄のグレートソード(捕魂)
steel helmet of major conjuring	鋼鉄の召喚術の兜(大)
steel helmet of minor conjuring	鋼鉄の召喚術の兜(小)
steel plate armor of alteration	スチールプレートの変性術の鎧
steel plate armor of the knight	スチールプレートの騎士の鎧
steel plate bracers of smithing	スチールプレートの鍛造術の腕当て
steel plate bracers of wielding	スチールプレートの巧妙さの腕当て
steel plate helmet of conjuring	スチールプレートの召喚術の兜
steel shield of dwindling frost	鋼鉄の盾(冷気減少)
steel shield of dwindling magic	鋼鉄の盾(魔法減少)
steel shield of dwindling shock	鋼鉄の盾(雷撃減少)
storage room - remove workbench	保管室: 作業台の撤去
sven's fake letter from faendal	スヴェン作の偽手紙
the rise and fall of the blades	ブレイズの盛衰
werewolf gorging health restore	ウェアウルフのむさぼり(体力回復)
addition - east wing - kitchen	追加: 東棟のキッチン
addition - east wing - library	追加: 東棟の図書館
ahzidal's armor of retribution	アージダルの報復の鎧
ahzidal's gauntlets of warding	アージダルのシールドの篭手
alchemy laboratory - workbench	錬金術実験室: 作業台
alchemy laboratory, foundation	錬金術実験室: 基礎
ancient helmet of the unburned	太古の焼かれぬ兜
ancient nord battle axe of ice	古代ノルドの両手斧(氷)
ancient nord greatsword of ice	古代ノルドのグレートソード(氷)
apprentice robes of alteration	見習い用変性術ローブ
ash ghoul ambush cell location	灰のグールの待ち伏せ場所
auriel's shield knockback high	アーリエルの盾のノックダウン高
banded iron armor of conjuring	帯鉄の召喚術の鎧
banded iron shield of blocking	帯鉄の防御術の盾
bonemold armor of major health	骨削の体力の鎧(大)
bonemold armor of minor health	骨削の体力の鎧(小)
bonemold boots of resist frost	骨削のブーツ(冷気耐性)
bonemold boots of resist shock	骨削のブーツ(雷撃耐性)
bonemold boots of waning frost	骨削のブーツ(冷気衰退)
bonemold boots of waning shock	骨削のブーツ(雷撃衰退)
bonemold gauntlets of smithing	骨削の鍛造術の篭手
bonemold gauntlets of wielding	骨削の巧妙さの篭手
bonemold helmet of conjuration	骨削の召喚術の軽兜
bonemold helmet of destruction	骨削の破壊術の兜
bonemold shield of resist fire	骨削の盾(炎耐性)
bonemold shield of waning fire	骨削の盾(火衰退)
broken steel battle axe handle	壊れた鋼鉄の両手斧の柄
broken steel greatsword handle	壊れた鋼鉄のグレートソードの柄
calixto's house of curiosities	カリクストの骨董品の館
centurion dynamo core required	センチュリオンのダイナモ・コアが必要
chitin armor of eminent health	キチンの体力の鎧(優)
chitin armor of major illusion	キチンの幻惑術の鎧(大)
chitin boots of major sneaking	キチンの忍びのブーツ(大)
chitin helmet of major alchemy	キチンの錬金術の兜(大)
chitin helmet of major archery	キチンの弓術の兜(大)
chitin helmet of major magicka	キチンのマジカの兜(大)
circlet of eminent conjuration	召喚術のサークレット(優)
circlet of eminent destruction	破壊術のサークレット(優)
circlet of eminent restoration	回復術のサークレット(優)
circlet of extreme conjuration	召喚術のサークレット(極限)
circlet of extreme destruction	破壊術のサークレット(極限)
circlet of extreme restoration	回復術のサークレット(極限)
circlet of peerless alteration	変性術のサークレット(無双)
clan shatter-shield office key	シャッター・シールド家本部の鍵
daedric battleaxe of banishing	デイドラの両手斧(追放)
